chunk_id,source_id,record_type,word_count,page_start,page_end,section,rule,clause,heading,warning,audit_flags,severity,groups,text_excerpt
KA_ACT_1959_CONTEXT_001,KA_ACT_1959,child,87,9,9,,,,,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"124. Service of notice under the Act.

125. Notice necessary in suits.

126. Acts of co-operative societies not to be invalidated by certain defects.

126A. Omitted.

127. Indemnity.

127A. Office bea"
KA_ACT_1959_SEC_2,KA_ACT_1959,child,2223,33,40,2,,,Definitions,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"2. Definitions.- In this Act, unless the context otherwise requires,—

1 [(a) ‗Apex Society‘ means a federal society whose area of operation extends to the whole

of the State;

5 [(a-1) ‗Area of oper"
KA_ACT_1959_SEC_2A,KA_ACT_1959,child,907,40,42,2A,,,"Registrar, Additional Registrars, Joint Registrars, Deputy Registrars [,State",LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE,"2A. Registrar, Additional Registrars, Joint Registrars, Deputy Registrars [,State

2

Representatives]

and Assistant Registrars.-

(1) The State Government may appoint a

person to be the Registrar o"
KA_ACT_1959_SEC_11,KA_ACT_1959,child,288,45,46,11,,,Change of liability,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"11. Change of liability.-

(1) Subject to the provisions of this Act and the rules, a co-

operative society may, by an amendment of its bye-laws, change the form or extent of its

liability.

(2) Whe"
KA_ACT_1959_SEC_20,KA_ACT_1959,child,808,54,56,20,,,Votes of members,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"[20. Votes of members.-

(1)

[No member, no representative or no delegate] of a

society shall have more than one vote in the 3[general meeting or in the election of the

members of the *board*]3 of "
KA_ACT_1959_SEC_25,KA_ACT_1959,child,180,59,59,25,,,Liability of past member and estate of deceased member,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"25. Liability of past member and estate of deceased member.-

(1) Subject to the

provisions of sub-section (2), the liability of a past member or of the estate of a deceased

member of a co-operative"
KA_ACT_1959_SEC_27,KA_ACT_1959,child,811,61,63,27,,,Annual General Meeting,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"[27. Annual General Meeting.-

(1) Every co-operative society shall convene a general

3

3

meeting of its members once in a year before [twenty fifth day of September] for the

purpose of,—

(a) con"
KA_ACT_1959_SEC_28A,KA_ACT_1959,child,2235,64,70,28A,,,Management of co-operative societies vest in the *board*,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"[28A. Management of co-operative societies vest in the *board*.-

(1) The

management of a co-operative society shall vest in a *board* constituted in accordance with

this Act, the rules and the bye-"
KA_ACT_1959_SEC_30B_002,KA_ACT_1959,child,211,81,82,30B,,,Powers to give direction in public interest,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"[30B. Powers to give direction in public interest.-

(1) Where the State Government is

satisfied that in public interest and for the purposes of securing proper implementation of co-

operative and o"
KA_ACT_1959_SEC_32,KA_ACT_1959,child,244,83,84,32,,,First charge of co-operative society on certain assets,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"CHAPTER V

PRIVILEGES OF CO-OPERATIVE SOCIETIES.

32. First charge of co-operative society on certain assets.-

(1) Notwithstanding

anything contained in any law for the time being in force, but subj"
KA_ACT_1959_SEC_33,KA_ACT_1959,child,772,84,86,33,,,"Charge on land, owned by members or held as tenants by members borrowing",STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"33. Charge on land, owned by members or held as tenants by members borrowing

loans from certain co-operative societies.-

(1) Notwithstanding anything contained in this

Act or in any other law for t"
KA_ACT_1959_SEC_56,KA_ACT_1959,child,214,100,100,56,,,Mobilisation of Funds,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"CHAPTER VII.

PROPERTIES AND FUNDS OF CO-OPERATIVE SOCIETIES.

1[56. Mobilisation of Funds.-

(1) A co-operative society may mobilise funds in the form

of share capital, deposits, debentures, loans a"
KA_ACT_1959_SEC_57,KA_ACT_1959,child,672,100,102,57,,,Net profits and their disposal,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"57. Net profits and their disposal.-

(1) The net profits of co-operative societies shall be

determined in accordance with such rules as may be prescribed and different rules may be

made for differe"
KA_ACT_1959_SEC_62,KA_ACT_1959,child,96,103,103,62,,,Provident Fund,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"62. Provident Fund.-

(1) A co-operative society may establish a contributory Provident

Fund for the benefit of its employees to which shall be credited all contributions made by the

employees and s"
KA_ACT_1959_CONTEXT_120,KA_ACT_1959,child,2483,104,109,,,,,LONG_CHUNK_NO_SAFE_SPLIT;SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN,MISSING_STRUCTURAL_ID,REVIEW,A_LONG;E_STRUCTURE;C_TOP20_LONG,"CHAPTER VIII

AUDIT, INQUIRY, INSPECTION AND SURCHARGE.

1 [63 Audit.- (1) Every Cooperative society shall get its accounts audited at least

once in a year before the first of September following the"
KA_ACT_1959_SEC_71,KA_ACT_1959,child,418,117,118,71,,,Disposal of disputes,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"71. Disposal of disputes.-

(1) The Registrar may, on receipt of the reference of a dispute

under section 70,—

(a) decide the dispute himself, or

(b) transfer it for disposal to any person who has "
KA_ACT_1959_SEC_87,KA_ACT_1959,child,336,131,132,87,,,Right of [Agriculture and Rural Development Bank] to pay prior debts of,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"87. Right of [Agriculture and Rural Development Bank] to pay prior debts of

1

mortgagor.-

(1) Where a mortgage is executed in favour of an [Agriculture and Rural

1

Development Bank] for payment o"
KA_ACT_1959_SEC_89A,KA_ACT_1959,child,190,134,135,89A,,,Confirmation of sale,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"[89A. Confirmation of sale.-

(1) On effecting the sale by an [Agriculture and Rural

2

Development Bank] under section 89, the bank shall, in the prescribed manner submit to the

2

2

[State Agricu"
KA_ACT_1959_CONTEXT_205,KA_ACT_1959,child,434,149,150,,,,,SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN,MISSING_STRUCTURAL_ID,REVIEW,E_STRUCTURE,"Chapter IX or any other law for the time being in force, on an application made by an

approved society for the recovery of arrears of any sum advanced by it to any of its

members on account of the f"
KA_ACT_1959_SEC_106,KA_ACT_1959,child,866,156,159,106,,,Appeals to other authorities,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"106. Appeals to other authorities.-

(1) [Subject to the provisions of section 108A, an

1

appeal shall lie under this section] against,—

1. Substituted by Act 39 of 1975 w.e.f. 23.09.1975.

1[(a) a"
KA_ACT_1959_CONTEXT_244,KA_ACT_1959,child,281,175,176,,,,,SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN,MISSING_STRUCTURAL_ID,REVIEW,E_STRUCTURE,"Chapter XI shall be disposed of by the Bank;]

1. Substituted by Act 25 of 1998 w.e.f. 15.08.1998.

(ee) the manner of registering the address of a co-operative society;

1

1

(ff) the [account books"
KA_ACT_1959_SEC_37_002,KA_ACT_1959,child,1355,179,185,37,,,Repeal and Savings,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE,"37. Repeal and Savings.-

(1) The Karnataka Co-operative Societies (Amendment)

Ordinance, 2009 (Karnataka Ordinance No. 8 of 2009) is hereby repealed.

(2) Notwithstanding such repeal anything done o"
MH_ACT_1960_CONTEXT_001,MH_ACT_1960,child,291,1,1,,,,,SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN;TABLE_REVIEW,MISSING_STRUCTURAL_ID,REVIEW,E_STRUCTURE;F_TABLE,"THE MAHARASHTRA CO-OPERATIVE SOCIETIES

ACT, 1960

(Maharashtra Act No XXIV of 1961)

{Received the assent of the President on the 4th day of May 1961:

Assent first published in the Maharashtra Gover"
MH_ACT_1960_CONTEXT_002,MH_ACT_1960,child,1367,2,4,,,,,LONG_CHUNK_NO_SAFE_SPLIT;SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN,MISSING_STRUCTURAL_ID,REVIEW,A_LONG;E_STRUCTURE,"CHAPTER I

PRELIMINARY

(1) Short Title, Extent and Commencement:--

(1) This Act may be called the Maharashtra Co-operative Societies Act, 1960.

(2) It extends to the whole of the State of Maharasht"
MH_ACT_1960_SEC_73,MH_ACT_1960,child,1971,34,36,73,,,"Committee, its powers and functions",LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"73. Committee, its powers and functions.—

(1) The management of every society shall vest in a committee, constituted in accordance with this Act, the rules and bye-laws which shall exercise such powe"
MH_ACT_1960_SEC_73_B,MH_ACT_1960,child,1912,38,42,73-B,,,"Reservation of seats on committees of certain societies for Scheduled Castes,",LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"73-B. Reservation of seats on committees of certain societies for Scheduled Castes, Scheduled tribes, Other Backward Classes, De-notified Tribes (Vimukta Jatis), Nomadic Tribes, Special Backward Class"
MH_ACT_1960_SEC_73_F,MH_ACT_1960,child,895,42,43,73-F,,,Member who or whose near relation in dealing in goods for purchase of which loans are,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"73-F. Member who or whose near relation in dealing in goods for purchase of which loans are given by a society not eligible to be on its committee.—

In the case of a society, which gives loans to mem"
MH_ACT_1960_SEC_79,MH_ACT_1960,child,955,49,50,79,,,Registrar's power to enforce performance of obligations,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE,"79. Registrar's power to enforce performance of obligations.—

(1) The Registrar may direct any society or class of societies, to keep proper books of accounts with respect to all sums of money receiv"
MH_ACT_1960_SEC_91,MH_ACT_1960,child,1059,58,59,91,,,Disputes,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE,"CHAPTER IX

SETTLEMENT OF DISPUTES

91. Disputes.-

(1) Notwithstanding anything contained in any other law for the time being in force, any dispute touching the constitution, elections of the committ"
MH_ACT_1960_CONTEXT_131,MH_ACT_1960,child,432,68,68,,,,,SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN,MISSING_STRUCTURAL_ID,REVIEW,E_STRUCTURE,"CHAPTER X-A

INSURED CO-OPERATIVE BANK

110-A Order for winding up, reconstruction, super session of committee, etc., of insured Co-operative Bank, not to be made without sanction or requisition of Re"
MH_ACT_1960_SEC_144_Q,MH_ACT_1960,child,595,90,91,144-Q,,,Removal of ballot papers from polling station to be an offence,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"144-Q. Removal of ballot papers from polling station to be an offence.—

(1) Any person who at any election fraudulently takes, or attempts to take, a ballot paper out of a polling station, or willful"
MH_ACT_1960_SEC_4_002,MH_ACT_1960,child,573,111,112,4,,,,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"CHAPTER II

REGISTRATION

(3) Clause (3) Deleted

4.

(1) Application for Registration and Registration fee.—

(1) Every application for registration of a society under section 8 shall be made in Form"
MH_ACT_1960_CONTEXT_235,MH_ACT_1960,child,937,144,145,,,,,LONG_CHUNK_NO_SAFE_SPLIT;SECTION_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN,MISSING_STRUCTURAL_ID,REVIEW,A_LONG;E_STRUCTURE,"CHAPTER V - A

ELECTION TO NOTIFIED SOCIETIES, ETC

56 - A Manner of election to notified Societies.-

(1) The elections of the societies notified by the State Government under Section 73-IC. shall be"
MH_ACT_1960_SEC_56K,MH_ACT_1960,child,416,147,148,56K,,,Manner of publication of election program under rule 56 K,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"56K. Manner of publication of election program under rule 56 K

(1) The Returning Officer shall send a copy of the election program declared under rule 56J in Form M-3 to the society either by special"
MH_ACT_1960_SEC_56N,MH_ACT_1960,child,459,149,149,56N,,,Presentation of nomination paper and requirements for valid nominations,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"56N. Presentation of nomination paper and requirements for valid nominations.—

(1) On or before the date appointed under rule S6J, each candidate shall either in person or by his proposer, deliver to"
MH_ACT_1960_SEC_56U,MH_ACT_1960,child,507,151,151,56U,,,Preparation of list of contesting candidates,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"56U. Preparation of list of contesting candidates.—

(1) On the day next succeeding the last date fixed for withdrawal of candidature, the Returning Officer shall prepare and publish in Form M-5, a li"
MH_ACT_1960_SEC_56Z,MH_ACT_1960,child,5644,152,161,56Z,,,Ballot Box,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"56Z. Ballot Box —

Every ballot box shall be of such design as may be approved by the Chief Election Officer.

56A-1. Form of ballot paper.—

Every ballot paper shall be in Form M-10 and the names of "
MH_ACT_1960_SEC_103_002,MH_ACT_1960,child,56,188,188,103,,,Certain provisions of rule 107 to apply to sale of immovable property under Chapter XI of,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"103. Certain provisions of rule 107 to apply to sale of immovable property under Chapter XI of the Act.—

(1) The provisions of clauses (e), (f), (g), (h), (i), (j) and (k) of sub-rule (II) and of sub"
MH_ACT_1960_SEC_104_002,MH_ACT_1960,child,577,188,189,104,,,Qualifications of president and other members of the Maharashtra State Co-operative,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"Chapter XI of the Act.

(2) The expenses incidental to such sale or attempted sale shall be calculated in accordance with the scale laid down in that behalf by the Registrar, from time to time. CHAPTE"
MH_ACT_1960_SEC_107_C,MH_ACT_1960,child,311,202,202,107-C,,,Maximum amount of cash which may be handled at a time and who may be,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"107-C. Maximum amount of cash which may be handled at a time and who may be authorised.—

(1) In the case of the following societies, only the Secretary or a paid employee of the society, duly authori"
MH_RULES_1961_RULE_4,MH_RULES_1961,child,856,1,5,,4,,Application for registration and registration fees:- (I) Every application for,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"Chapter II

Registration

1[3. [****]

2[4. Application for registration and registration fees:- (I) Every application for registration of a society under Section 8 shall be made in Form 'A' in Marath"
MH_RULES_1961_RULE_10,MH_RULES_1961,child,615,6,9,,10,,Classification and sub-classification of societies:- (1) After registration of a,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"10. Classification and sub-classification of societies:-

(1) After registration of a society, the Registrar shall classify the society into one or other of the following classes and sub-classes of so"
MH_RULES_1961_RULE_12,MH_RULES_1961,child,324,9,10,,12,,"Amendment of bye-laws:-(1) Subject to the provisions of this rule, bye",STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"12. Amendment of bye-laws:-

(1) Subject to the provisions of this rule, bye-laws of a society may be amended by passing a resolution at a general meeting of the society held for that purpose.

(2) Th"
MH_RULES_1961_RULE_13,MH_RULES_1961,child,1001,10,11,,13,,Manner of calling upon society to make amendment to bye-laws:- (1),LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE,"13. Manner of calling upon society to make amendment to bye-laws:-

(1) Subject to the provisions of this rule, the Registrar may by serving a notice in Form 'E' call upon a society to make such amend"
MH_RULES_1961_RULE_16,MH_RULES_1961,child,564,11,12,,16,,"Amalgamation, transfer of assets and liabilities, division or conversion",STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"16. Amalgamation, transfer of assets and liabilities, division or conversion of societies:-

(1) Every society desiring to effect amalgamation, transfer of assets and liabilities, division or conversi"
MH_RULES_1961_RULE_17,MH_RULES_1961,child,721,12,13,,17,,"Direction by Registrar for amalgamation, division and reorganisation of",STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"17. Direction by Registrar for amalgamation, division and reorganisation of societies:-

(1) Before issuing any order under sub-section (I) of Section 18 providing for the amalgamation, division or re"
MH_RULES_1961_RULE_119A,MH_RULES_1961,child,231,18,18,,119A,,Procedure for tendering application to the Registrar for membership,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"119A. Procedure for tendering application to the Registrar for membership under section 23(1 A):-

(1) Where a society has refused to accept the application for membership from eligible person, such p"
MH_RULES_1961_RULE_20,MH_RULES_1961,child,153,18,18,,20,,Procedure for admission of joint members and minor and persons of,MALFORMED_NUMBERING_HIERARCHY;STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"20. Procedure for admission of joint members and minor and persons of unsound mind inheriting the share or interest of deceased member.:-

(1) A society may admit joint members provided they make a de"
MH_RULES_1961_RULE_22,MH_RULES_1961,child,323,19,19,,22,,Voting rights of individual members in a Federal Society:- (1)In the case,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"22. Voting rights of individual members in a Federal Society:-

(1)In the case of Federal Societies, the voting rights of individual members (which term shall include firm, company or body corporate, "
MH_RULES_1961_RULE_23,MH_RULES_1961,child,611,19,20,,23,,Valuation of shares:,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"23. Valuation of shares: -

(1) Where a member of society ceases to be a member thereof, the sum representing the value of his share or interest in the share capital of the society to be paid to him o"
MH_RULES_1961_RULE_27,MH_RULES_1961,child,327,20,21,,27,,Supply of copies of documents by societies and fees therefore:- (1) A,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"27. Supply of copies of documents by societies and fees therefore:-

(1) A member of a society requiring a copy of any of the documents mentioned in sub-section (1) of Section 32 may apply to the soci"
MH_RULES_1961_RULE_29,MH_RULES_1961,child,218,21,21,,29,,Procedure for expulsion of members:- (1) Where any member of a,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"29. Procedure for expulsion of members:-

(1) Where any member of a society proposes to bring a resolution for expulsion of any other member, he shall give a written notice thereof to the Chairman of "
MH_RULES_1961_RULE_31,MH_RULES_1961,child,289,22,22,,31,,Procedure for change of address of societies:- (1) Every society shall,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"Chapter IV

Incorporation, duties and privileges of societies

31. Procedure for change of address of societies:-

(1) Every society shall communicate in writing to the Registrar its postal address as"
MH_RULES_1961_RULE_35,MH_RULES_1961,child,290,23,23,,35,,Conditions for borrowing by societies with limited liability: - (1) No,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"35. Conditions for borrowing by societies with limited liability: -

(1) No society other than those referred in Rules 36 and 37 with limited liability shall, without the previous sanction of the Regi"
MH_RULES_1961_RULE_43,MH_RULES_1961,child,294,26,26,,43,,Conditions to be complied with by members applying for loans: - (1),STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"43. Conditions to be complied with by members applying for loans: -

(1) Every member of a society applying for a loan from the society shall be required to hold shares in such manner and in such prop"
MH_RULES_1961_RULE_45,MH_RULES_1961,child,228,26,26,,45,,Restrictions on borrowing from more than one credit society:- (1) Every,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"45. Restrictions on borrowing from more than one credit society:-

(1) Every person who is a member of more than one resource society (other than a Land Development Bank or a Central Bank or a marketi"
MH_RULES_1961_RULE_45A,MH_RULES_1961,child,306,26,27,,45A,,Limits on loans against fixed deposits: - (1) When a society makes a,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"1[45A. Limits on loans against fixed deposits: -

(1) When a society makes a loan to a depositor on the security of his fixed deposit with the society, the amount of loan shall not exceed 90 per cent "
MH_RULES_1961_RULE_48,MH_RULES_1961,child,305,27,28,,48,,Form of declarations be made by members borrowing loans from certain,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"48. Form of declarations be made by members borrowing loans from certain societies and conditions on which any charge in favour of a society shall be satisfied:-

(1)A declaration to be made under cla"
MH_RULES_1961_CONTEXT_038,MH_RULES_1961,child,731,28,29,,,,,RULE_IDENTIFIER_MISSING;STRUCTURE_UNCERTAIN,MISSING_STRUCTURAL_ID,REVIEW,E_STRUCTURE,"Chapter V

Property and funds of societies

49. Writing off of bad debts and losses:- All loans including interest thereon and recovery charges in respect thereof which are found irrecoverable and are"
MH_RULES_1961_RULE_153B,MH_RULES_1961,child,1630,34,36,,153B,,Manner of contributions to be made under the Rule 53A:- (1) The Apex society,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE;C_TOP20_LONG,"153B. Manner of contributions to be made under the Rule 53A:-

(1) The Apex society which has been notified by the State Government under subsection (3) of Section 69-A shall open an account in the na"
MH_RULES_1961_RULE_54,MH_RULES_1961,child,288,36,37,,54,,"Utilisation and investment of reserve fund:- (1) A society shall, in addition",MALFORMED_NUMBERING_HIERARCHY;STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"54. Utilisation and investment of reserve fund:-

(1) A society shall, in addition to the modes specified in clauses (a) to (d) of Section 70, invest or deposit its reserve fund in any one or more of "
MH_RULES_1961_RULE_55,MH_RULES_1961,child,383,37,37,,55,,Investment of other funds:- (1),STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"55. Investment of other funds:-

(1) A society may invest any of its funds (other than the reserve fund) in any of the modes specified in Section 70 when such funds are not utilised for the business o"
MH_RULES_1961_RULE_56A,MH_RULES_1961,child,1229,38,40,,56A,,Manner of election to notified Societies:- (i) The elections of the societies,LONG_CHUNK_NO_SAFE_SPLIT;STRUCTURE_UNCERTAIN,,INFO,A_LONG;E_STRUCTURE,"56A. Manner of election to notified Societies:- (i) The elections of the societies notified by the State Government under Section 73-IC, shall be held or cause to be held by the Registrar through the "
MH_RULES_1961_RULE_56D,MH_RULES_1961,child,210,40,40,,56D,,"Claims and objections to the provisional list of voters, and the final list",STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"56D. Claims and objections to the provisional list of voters, and the final list of voters:-

(1) When any provisional list of voters is published for inviting claims and objections, any omission or e"
MH_RULES_1961_RULE_56_002,MH_RULES_1961,child,214,41,41,,56,,H. Appointment of Presiding Officers and Polling Officers:- (1) The,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"56.H. Appointment of Presiding Officers and Polling Officers:-

(1) The Returning Officer shall appoint a Presiding Officer for each polling station and such polling Officer or Officers as he thinks n"
MH_RULES_1961_RULE_56K,MH_RULES_1961,child,292,42,43,,56K,,Manner of publication of election programme under Rule 56J:- (1) The,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"56K. Manner of publication of election programme under Rule 56J:-

(1) The Returning Officer shall send a copy of the election programme declared under Rule 56J in Form M-3 to the society either by sp"
MH_RULES_1961_RULE_56L,MH_RULES_1961,child,273,43,43,,56L,,Manner of publication of election programme under Rule 56K:- (J) The,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,56L. Manner of publication of election programme under Rule 56K:- (J) The Returning Officer shall send a copy of the election programme declared under the Rule 56J in Form M-3 to the society either by
MH_RULES_1961_RULE_58,MH_RULES_1961,child,312,59,59,,58,,Disqualification for membership of committee:- (1) No person shall be,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"1[58. Disqualification for membership of committee:-

(1) No person shall be eligible for appointment, or election or nomination or co-option or being continued as member of the committee or District "
MH_RULES_1961_RULE_62,MH_RULES_1961,child,134,61,61,,62,,Form for the balance sheet and the profit and loss account:- (1) The,STRUCTURE_UNCERTAIN,,INFO,E_STRUCTURE,"62. Form for the balance sheet and the profit and loss account:-

(1) The balance sheet and the profit and loss account to be laid before the annual 'general meeting of a society by the committee shal"
